Tweet,Message,Match,Polarity
2019, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2020, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2021, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2022, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2023, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2024, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2025, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2026, RT    Did you know you can use   to seamlessly connect members of any school  college or university,NONE,neutral
2027, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2028, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2029, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2030, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2031, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2032, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2033, RT    Important  Goa University issues Circular  Goa  University  Education  Exams,NONE,neutral
2034, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2035, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2036, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2037, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2038, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2039, Must have gotten his education at Trump University,trump,positive
2040, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2041, RT    Did you know you can use   to seamlessly connect members of any school  college or university,NONE,neutral
2042, The University of Michigan is sending a letter to thousands of former student athletes  asking them to speak with i,NONE,neutral
2043, Gannon University is more than brick walls  It is more than a beautiful Lake and an arch  Gannon University is fami,beautiful,positive
2044, Higher education minister Blade Nzimande said his office will look into allegations of security companies colluding,allegations,negative
2045, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2046, RT    Texas A amp M University system has 11 universities in Texas  Texas A amp M University Commerce is the third largest in the system  I,NONE,neutral
2047, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
2048, RT     I m so thankful for this opportunity to continue my education while playing both indoor and beach volleyball at Park Uni,thankful,positive
2049, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
2050, RT   25  Excited to announce my commitment to continue my education and play hockey at University of Alaska Anchorage  Huge thanks to,"excited,commitment",positive
2051, RT   frida most   mystery  Due to Nalanda University  India was the   visv guru  of the world Above 10 000 students used to study in this c,mystery,negative
2052, RT    Please retweet   University Lecturer in Arts  Creativity and Education   Job Opportunities   University of Cambridge,NONE,neutral
2053, RT    Anna University Announces Research Grant For Anti COVID 19 Nano Coating,NONE,neutral
2054, It s not just about education  You can t send a sheep into the desert and expect it to come back unsca,desert,negative
2055, RT    Wow   it certainly seems like the Chinese now own Harvard University      Chinese billionaire offers biggest education pri,"wow,like",positive
2056, Anna University Announces Research Grant For Anti COVID 19 Nano Coating,NONE,neutral
2057, Batao Kaun  Born in Uttrakhand  Born in Rajput Family  Name  Ajay Singh  Education  B  Sc   Maths  from Garhwal Uni,NONE,neutral
